,Profile factor,Symmetry,Crossflow,Swirl Angle,Flow Velocity1,Flow Velocity2,Flow Velocity3,Flow Velocity4,Average flow velocity,Speed of Sound1,Speed of Sound2,Speed of Sound3,Speed of Sound4,Average speed of sound,Signal Strength1,Signal Strength2,Signal Strength3,Signal Strength4,Signal Strength5,Signal Strength6,Signal Strength7,Signal Strength8,Turbulence1,Turbulence2,Turbulence3,Turbulence4,Meter performance,Signal Quality1,Signal Quality2,Signal Quality3,Signal Quality4,Signal Quality5,Signal Quality6,Signal Quality7,Signal Quality8,Gain1,Gain2,Gain3,Gain4,Gain5,Gain6,Gain7,Gain8,Transit time1,Transit time2,Transit time3,Transit time4,Transit time5,Transit time6,Transit time7,Transit time8,Class Attruibute
47,1.290861111,1.095111111,1.081922222,1.806,2.194433333,2.5864,2.560316667,1.812938889,2.390227778,1483.357833,1485.839833,1484.708778,1550.804167,1501.1775,5308.633333,5163.75,5301.716667,5292.311111,5271.45,5299.244444,1163.0645,1406.675444,8.729722222,4.437055556,4.442166667,23.93483333,98.19444444,100.0,100.0,100.0,100.0,100.0,100.0,92.26666667,92.58888889,52.6,52.6,53.2,53.2,51.7,51.7,80.5,80.5,84.13627333,84.03197278,120.3845667,120.1863333,120.4273611,120.2309056,80.44498056,80.36676611,3
48,1.285316667,1.089283333,1.085905556,1.8,3.885088889,4.551855556,4.542411111,3.213294444,4.217061111,1483.376222,1485.856278,1484.726667,1550.838056,1501.199389,5358.461111,5098.766667,5318.327778,5259.088889,5267.566667,5309.0,1135.101056,1562.814444,10.85972222,4.822277778,4.712555556,17.87055556,97.76111111,100.0,100.0,100.0,100.0,100.0,100.0,90.34444444,90.87222222,52.6,52.6,53.2,53.2,51.7,51.7,80.63333333,80.63333333,84.17555278,83.99091,120.4589667,120.1100278,120.5024278,120.1538056,80.47365333,80.33475889,3
49,1.283416667,1.094033333,1.087272222,1.833,4.897144444,5.728216667,5.699005556,4.0229,5.298966667,1483.385111,1485.863556,1484.731778,1550.776389,1501.189333,5401.0,5040.655556,5304.2,5255.644444,5243.25,5310.194444,1058.419556,1597.827222,12.20811111,5.032722222,5.199333333,17.18294444,97.30555556,100.0,100.0,100.0,100.0,100.0,100.0,88.46666667,89.29444444,52.6,52.6,53.2,53.2,51.7,51.7,81.0,81.0,84.19924444,83.96651667,120.5038,120.0647056,120.5467,120.1093778,80.49425111,80.32075611,3
50,1.293994444,1.110888889,1.098283333,1.828,5.397344444,6.286433333,6.228233333,4.356344444,5.801277778,1483.464889,1485.944889,1484.8155,1550.805833,1501.257389,5416.433333,5015.85,5308.261111,5242.088889,5240.022222,5306.522222,1034.053278,1564.187611,11.72133333,4.921333333,4.935166667,18.32244444,97.47222222,100.0,100.0,100.0,100.0,100.0,100.0,89.08333333,90.20555556,52.6,52.6,53.2,53.2,51.7,51.7,81.0,81.0,84.20669722,83.95022167,120.5188111,120.03705,120.5604667,120.0825611,80.49982444,80.31219333,3
51,1.2868,1.100666667,1.092511111,1.811,5.377255556,6.272505556,6.234022222,4.407855556,5.802661111,1483.340667,1485.818944,1484.6885,1550.641611,1501.1225,5417.111111,5018.127778,5312.3,5245.644444,5241.644444,5307.088889,1049.6075,1566.328167,11.549,5.059166667,4.909444444,17.01955556,97.13888889,100.0,100.0,100.0,100.0,100.0,100.0,87.63333333,88.94444444,52.6,52.6,53.2,53.2,51.7,51.7,81.0,81.0,84.21318333,83.95775722,120.5284611,120.0477611,120.5709667,120.0925667,80.50894111,80.31977167,3
52,1.375172222,1.187527778,1.052705556,2.2,2.969761111,3.64525,3.311844444,2.469727778,3.227816667,1541.515889,1498.550389,1502.126389,1551.32,1523.378056,4208.505556,4349.208333,3475.411111,3764.988889,5235.722222,5045.894444,562.6939111,771.0562611,12.49733333,4.774277778,5.686944444,36.38755556,94.11666667,99.53888889,99.53888889,100.0,100.0,100.0,100.0,73.63888889,79.58333333,77.50888889,77.50888889,69.35277778,69.35277778,69.4,69.4,84.88888889,84.88888889,80.97670556,80.84693833,119.4027833,119.1279667,119.0594889,118.8085667,80.43156778,80.32603944,3
53,1.271911111,1.064922222,0.868344444,2.09,2.915638889,3.618711111,3.311838889,2.513666667,3.216933333,1542.248556,1498.846778,1502.5275,1551.382944,1523.751389,3876.957389,3556.2,3267.927778,3596.116667,5307.311111,5105.944444,640.3673056,846.9639111,12.97138889,5.062277778,5.667777778,35.56272222,94.26111111,99.89444444,99.89444444,100.0,100.0,100.0,100.0,73.86666667,79.47222222,77.4,77.4,70.09722222,70.09722222,69.30666667,69.30666667,84.61111111,84.61111111,80.93730833,80.80951111,119.3782333,119.1053167,119.0274833,118.7770167,80.42996611,80.32193778,3
54,1.5761,1.152322222,1.048,1.76,2.979433333,3.609827778,3.343794444,2.500894444,3.2321,1525.045833,1499.010167,1502.237833,1550.663111,1519.238889,4524.819444,4526.172222,5295.966667,5161.777778,5274.911111,5053.444444,785.8177389,994.2056278,12.04416667,5.058388889,5.759333333,30.06111111,94.56666667,99.96666667,99.96666667,100.0,100.0,100.0,100.0,75.52222222,80.23888889,69.21444444,69.21444444,71.03777778,71.03777778,69.0,69.0,82.6,82.6,81.88012,81.74598222,119.3650722,119.0924833,119.0514444,118.7989611,80.46683389,80.35961278,3
55,1.214477778,1.172,1.032044444,0.572,3.924827778,4.537555556,4.044027778,3.213655556,4.034633333,1483.856833,1486.375389,1502.266389,1550.286556,1505.696056,5615.4,5319.572222,4933.894444,4910.338889,4970.111111,4701.327778,934.8723333,1276.084489,10.38677778,4.743888889,5.695666667,20.47061111,94.82222222,100.0,100.0,100.0,100.0,100.0,100.0,77.22222222,80.85555556,52.7,52.7,52.9,52.9,69.0,69.0,81.7,81.7,84.14917111,83.96285222,120.4163222,120.0687611,119.0762111,118.7700389,80.50147667,80.36410444,3
56,1.213616667,1.187472222,1.028405556,0.533,4.870161111,5.655472222,4.966666667,3.958811111,4.998972222,1483.988056,1486.503222,1502.250778,1550.305389,1505.761778,5663.905556,5292.077778,4942.983333,4885.183333,5167.183333,4887.855556,1026.973611,1501.827111,11.09905556,4.965388889,5.801944444,19.53061111,95.42222222,100.0,100.0,100.0,100.0,100.0,100.0,79.52777778,83.4,52.7,52.7,52.9,52.9,69.0,69.0,80.9,80.9,84.16450222,83.93291667,120.4490667,120.0159889,119.1130444,118.7361,80.516575,80.34728667,3
57,1.216822222,1.178994444,1.031088889,0.667,5.405238889,6.285633333,5.566127778,4.390483333,5.570161111,1484.099556,1486.613,1502.225667,1550.354611,1505.823111,5361.094444,4958.877778,4940.766667,4877.605556,5249.427778,4944.466667,1072.656,1598.583056,11.15705556,4.753722222,5.565611111,20.13777778,96.4,100.0,100.0,100.0,100.0,100.0,100.0,83.26666667,87.05555556,52.31111111,52.31111111,52.9,52.9,69.0,69.0,80.9,80.9,84.17081333,83.91413722,120.4645222,119.9831611,119.1377833,118.7157611,80.52309778,80.33576333,3
58,1.220938889,1.150772222,1.042366667,0.794,5.941555556,6.8771,6.287127778,4.864694444,6.183077778,1483.903167,1486.4105,1502.121889,1550.200833,1505.658889,5397.9,4943.555556,4918.038889,4865.211111,5203.288889,4838.488889,1083.110556,1574.3385,11.77683333,4.825666667,5.546277778,19.04144444,95.65,100.0,100.0,100.0,100.0,100.0,100.0,79.48888889,85.07777778,52.3,52.3,52.9,52.9,68.5,68.5,80.56888889,80.56888889,84.19482778,83.91267667,120.5037889,119.9771278,119.1719889,118.6983889,80.54111667,80.333905,3
59,1.22315,1.148861111,1.045761111,0.9,5.943827778,6.877994444,6.316816667,4.85865,6.193783333,1484.061111,1486.571667,1502.1875,1550.165667,1505.746167,5397.022222,4948.594444,4925.238889,4871.761111,5239.6,4876.1,1099.104056,1660.010611,12.24633333,5.080444444,5.628277778,18.73955556,95.49444444,100.0,100.0,100.0,100.0,100.0,100.0,78.75,84.48888889,52.3,52.3,52.9,52.9,68.5,68.5,80.5,80.5,84.185935,83.90364222,120.4908222,119.9640778,119.1677889,118.6922389,80.54248111,80.33620278,3
60,1.228538889,1.147172222,1.047438889,0.794,5.937027778,6.870805556,6.325561111,4.829477778,6.189288889,1483.858333,1486.364778,1502.063222,1549.995389,1505.5705,5406.761111,4955.977778,4930.277778,4874.672222,5383.483333,5015.511111,1125.290389,1648.640944,12.3875,5.005166667,5.702333333,18.85922222,94.83333333,100.0,100.0,100.0,100.0,100.0,100.0,75.65555556,82.48333333,52.3,52.3,52.9,52.9,68.5,68.5,80.5,80.5,84.19727611,83.91521222,120.5072556,119.9811167,119.1779722,118.7018056,80.55099833,80.34572556,3
61,1.229144444,1.153188889,1.053,0.856,5.954311111,6.867555556,6.33645,4.867411111,6.199966667,1483.837833,1486.346667,1502.072278,1549.981222,1505.5595,5408.655556,4956.2,4930.811111,4873.9,5488.05,5108.2,1174.45635,1662.044611,12.32983333,4.954666667,5.573666667,19.05355556,94.96666667,100.0,100.0,100.0,100.0,100.0,100.0,74.79444444,84.05555556,52.3,52.3,52.9,52.9,68.5,68.5,80.5,80.5,84.19901,83.91585333,120.5087444,119.9825611,119.1774833,118.7007889,80.55216667,80.34570778,3
62,1.232594444,1.152072222,1.053155556,0.988888889,5.939233333,6.879805556,6.349988889,4.832405556,6.202361111,1484.056611,1486.565944,1502.280111,1550.034333,1505.734444,5402.094444,4957.044444,4929.522222,4877.105556,5544.494444,5152.744444,1145.3155,1656.614556,12.26188889,5.090555556,5.516,20.14922222,95.36666667,100.0,100.0,100.0,100.0,100.0,100.0,77.85555556,84.38888889,52.3,52.3,52.9,52.9,68.5,68.5,80.5,80.5,84.18610722,83.90393333,120.4913222,119.9644056,119.1614389,118.6839222,80.54749333,80.34376611,3
63,1.2225,1.138366667,1.0425,0.733333333,6.386061111,7.383433333,6.822677778,5.276905556,6.684383333,1484.069111,1486.577667,1502.317111,1549.877833,1505.710333,5421.211111,4935.494444,4921.066667,4858.833333,4867.283333,4456.033333,1261.806333,1847.845056,12.29055556,5.113722222,5.588666667,20.21705556,94.49444444,100.0,100.0,100.0,100.0,100.0,100.0,72.93333333,82.2,52.3,52.3,52.9,52.9,67.7,67.7,80.0,80.0,84.196085,83.89264444,120.5100111,119.9443778,119.1763667,118.6635722,80.56671111,80.34308778,3
64,1.174856287,1.0401584506901407,1.0219993740563382,0.9210801251830986,3.107061111,3.512627778,3.317233333,3.836605712028169,3.259622222,1438.669,1514.623889,1517.042389,1510.050536746479,1526.604333,179.3264272,205.4892333,1754.218611,2062.488889,1399.037889,1686.194278,2524.563460123944,2903.3896041732382,39.393,7.016555556,7.226777778,16.9463505479155,61.42777778,56.52222222,63.52222222,90.36666667,90.36666667,94.98333333,94.98333333,0.111111111,0.294444444,87.90555556,87.90555556,80.3,80.3,80.5,80.5,97.34666667,97.34666667,74.690575,74.55761389,118.1291444,117.8702056,117.8873444,117.6419111,81.9990853756338,81.82539345056335,3
65,1.22119883,1.0401584506901407,1.0219993740563382,0.9210801251830986,2.267005556,3.508016667,3.325572222,3.836605712028169,3.025944444,1473.216389,1514.580889,1516.976389,1510.050536746479,1526.854111,186.4404833,217.1264444,1690.274056,2097.869,1370.127444,1619.820333,2524.563460123944,2903.3896041732382,38.75733333,6.753444444,6.876,16.9463505479155,61.37222222,55.46666667,63.11666667,90.45555556,90.45555556,95.43333333,95.43333333,0.072222222,0.25,87.7,87.7,80.3,80.3,80.5,80.5,97.50166667,97.50166667,76.90191778,76.80679056,118.1323389,117.8736444,117.8926444,117.6467333,81.9990853756338,81.82539345056335,3
66,1.848737143,1.0401584506901407,1.0219993740563382,0.9210801251830986,2.327466667,3.519555556,3.327438889,3.836605712028169,3.031855556,1507.758611,1514.6885,1517.054778,1510.050536746479,1527.202833,177.6081389,209.1152111,1847.714889,2120.7935,1337.901833,1638.603389,2524.563460123944,2903.3896041732382,40.80311111,6.518444444,7.595833333,16.9463505479155,61.9,58.55,65.85,88.96111111,88.96111111,96.15555556,96.15555556,0.066666667,0.322222222,87.70722222,87.70722222,80.3,80.3,80.5,80.5,97.31444444,97.31444444,78.23916667,78.14235833,118.1243833,117.86485,117.8868222,117.6404556,81.9990853756338,81.82539345056335,3
67,2.326091954,1.0401584506901407,1.0219993740563382,0.9210801251830986,3.002233333,3.511055556,3.322461111,3.836605712028169,3.211477778,1498.998833,1514.725389,1517.063833,1510.050536746479,1527.105889,167.7867889,197.0246889,1881.601889,2215.661222,1344.907444,1558.279556,2524.563460123944,2903.3896041732382,33.16494444,6.479833333,7.023444444,16.9463505479155,62.61666667,59.32777778,66.31111111,91.87777778,91.87777778,95.28333333,95.28333333,76.85015835691568,0.211111111,87.94166667,87.94166667,79.9,79.9,80.5,80.5,97.36055556,97.36055556,77.81642056,77.68814389,118.1213,117.8623222,117.8858278,117.64015,81.9990853756338,81.82539345056335,3
68,2.391191011,1.0401584506901407,1.0219993740563382,0.9210801251830986,2.99545,3.497694444,3.326566667,3.836605712028169,3.230522222,1533.350222,1514.608111,1516.927333,1510.050536746479,1527.242722,160.9670778,200.6279667,1816.3305,2181.413889,1336.820111,1517.226944,2524.563460123944,2903.3896041732382,34.108,6.722277778,7.731222222,16.9463505479155,64.09444444,64.77222222,70.07777778,91.69444444,91.69444444,96.60555556,96.60555556,0.066666667,0.3,87.6,87.6,79.9,79.9,80.5,80.5,97.30444444,97.30444444,79.16203556,79.03472333,118.1299,117.8717722,117.8966389,117.6505556,81.9990853756338,81.82539345056335,3
69,2.402433333,1.0401584506901407,1.0219993740563382,0.9210801251830986,4.378755556,5.563133333,5.282161111,3.836605712028169,4.908638889,1550.926056,1514.776833,1516.959833,1510.050536746479,1527.554111,135.7595033,182.71685,1790.1555,2450.419444,1084.43915,1357.276722,2524.563460123944,2903.3896041732382,23.90261111,6.207666667,6.350777778,16.9463505479155,64.56111111,66.99444444,76.23333333,92.27222222,92.27222222,94.0,94.0,76.85015835691568,0.138888889,87.96222222,87.96222222,79.9,79.9,80.5,80.5,97.14666667,97.14666667,80.51426056,80.32791556,118.1932611,117.7832056,117.9667,117.5763556,81.9990853756338,81.82539345056335,3
70,2.528122222,1.0401584506901407,1.0219993740563382,0.9210801251830986,4.757427778,6.046633333,5.729872222,3.836605712028169,5.342911111,1550.966889,1514.759444,1516.902056,1510.050536746479,1527.543,126.6864556,185.8344056,1701.375889,2308.177056,919.7000778,1247.293611,2524.563460123944,2903.3896041732382,24.436,6.136722222,6.356055556,16.9463505479155,64.34444444,66.3,75.40555556,90.79444444,90.79444444,95.23333333,95.23333333,0.038888889,0.238888889,87.98833333,87.98833333,79.9,79.9,81.11388889,81.11388889,97.26055556,97.26055556,80.52044944,80.31769333,118.2125889,117.7669556,117.9876667,117.5645611,81.9990853756338,81.82539345056335,3
71,2.792661111,1.0401584506901407,1.0219993740563382,0.9210801251830986,5.372844444,6.672327778,6.320427778,3.836605712028169,5.9321,1550.682889,1514.838611,1516.942389,1510.050536746479,1527.488222,126.2139889,187.37705,1590.756056,2316.101,750.8093667,1058.162111,2524.563460123944,2903.3896041732382,23.40011111,5.895,6.429222222,16.9463505479155,63.38888889,63.7,74.45,89.9,89.9,94.10555556,94.10555556,0.144444444,0.255555556,87.65833333,87.65833333,79.95388889,79.95388889,81.53555556,81.53555556,96.52833333,96.52833333,80.54790278,80.31970222,118.2297167,117.7379444,118.0064722,117.5399333,81.9990853756338,81.82539345056335,3
72,2.418111111,1.0401584506901407,1.0219993740563382,0.9210801251830986,5.3323,6.662455556,6.288444444,3.836605712028169,5.922272222,1550.598167,1514.837722,1516.918111,1510.050536746479,1527.452111,126.5511661,188.5766722,1547.186278,2372.372333,609.5800889,824.4139889,2524.563460123944,2903.3896041732382,23.87866667,5.989722222,6.529555556,16.9463505479155,63.75,65.01666667,75.31666667,91.17222222,91.25,93.03888889,93.03888889,0.211111111,0.355555556,87.54388889,87.54388889,79.87333333,79.87333333,82.13055556,82.13055556,96.46277778,96.46277778,80.55222889,80.32385222,118.2292944,117.73855,118.0072056,117.54275,81.9990853756338,81.82539345056335,3
73,3.290424581,1.0401584506901407,1.0219993740563382,0.9210801251830986,5.420572222,6.653588889,6.309761111,3.836605712028169,5.9241,1542.063444,1514.835889,1516.951389,1510.050536746479,1527.424278,123.4754611,197.29835,1605.865611,2354.717556,620.43245,843.7625444,2524.563460123944,2903.3896041732382,24.40983333,6.758722222,6.662388889,16.9463505479155,62.90555556,62.48333333,74.01111111,90.62222222,90.62222222,92.27222222,92.27222222,0.183333333,0.288888889,87.43388889,87.43388889,79.85388889,79.85388889,82.32888889,82.32888889,96.53444444,96.53444444,80.10193778,79.87267944,118.2293,117.7388611,118.0055944,117.5394889,81.9990853756338,81.82539345056335,3
74,2.601044444,1.0401584506901407,1.0219993740563382,0.9210801251830986,5.256955556,6.672083333,6.287644444,3.836605712028169,5.916766667,1550.688444,1514.864944,1516.983444,1510.050536746479,1527.512111,128.6431011,195.32145,1622.813889,2468.318556,666.9356944,890.8560556,2524.563460123944,2903.3896041732382,24.10805556,5.833666667,6.123833333,16.9463505479155,64.28333333,67.37222222,76.73888889,90.91111111,90.91111111,93.77222222,93.77222222,0.066666667,0.172222222,87.49888889,87.49888889,79.75888889,79.75888889,82.0,82.0,96.65388889,96.65388889,80.54497,80.32194611,118.2276667,117.7361,118.0020167,117.5381333,81.9990853756338,81.82539345056335,3
75,2.3368,1.0401584506901407,1.0219993740563382,0.9210801251830986,5.222705556,6.669055556,6.288772222,3.836605712028169,5.895377778,1550.800889,1514.913278,1517.048222,1510.050536746479,1527.587444,130.6562667,192.9982722,1578.318667,2498.801944,725.7948222,961.4894056,2524.563460123944,2903.3896041732382,23.60566667,5.832222222,6.386055556,16.9463505479155,64.2,65.59444444,75.52222222,91.51666667,91.51666667,94.45,94.45,0.072222222,0.1,87.38111111,87.38111111,79.83333333,79.83333333,82.0,82.0,96.61277778,96.61277778,80.53818667,80.31735056,118.2237333,117.7323889,117.9971667,117.5327778,81.9990853756338,81.82539345056335,3
